Product,GWInstek,GDM9061,GEW921489,1.12,1.14
FileName,DMM DataLog-DMM DataLog-PIN1.csv_0.csv
Function(1ST),DC Voltage,100/s
Function(2ND),OFF,NONE
LogUnit,Auto
MathFunction,Off
Interval,00:00:00.032
Software,V1.06,20200921,Win 10 64bit 
==========
Index,Time,1ST Value,Unit1,2ND Value,Unit2
274,2023/05/04 00:38:53.8,+03.00367,VDC,--------,---
275,2023/05/04 00:38:53.8,+03.00366,VDC,--------,---
276,2023/05/04 00:38:53.9,+03.00366,VDC,--------,---
277,2023/05/04 00:38:53.9,+03.00365,VDC,--------,---
278,2023/05/04 00:38:53.9,+03.00365,VDC,--------,---
279,2023/05/04 00:38:54.0,+03.00365,VDC,--------,---
280,2023/05/04 00:38:54.0,+03.00365,VDC,--------,---
281,2023/05/04 00:38:54.0,+03.00365,VDC,--------,---
282,2023/05/04 00:38:54.1,+03.00365,VDC,--------,---
283,2023/05/04 00:38:54.1,+03.00365,VDC,--------,---
284,2023/05/04 00:38:54.1,+03.00364,VDC,--------,---
285,2023/05/04 00:38:54.1,+03.00366,VDC,--------,---
286,2023/05/04 00:38:54.2,+03.00365,VDC,--------,---
287,2023/05/04 00:38:54.2,+03.00365,VDC,--------,---
288,2023/05/04 00:38:54.2,+03.00365,VDC,--------,---
289,2023/05/04 00:38:54.3,+03.00364,VDC,--------,---
290,2023/05/04 00:38:54.3,+03.00366,VDC,--------,---
291,2023/05/04 00:38:54.3,+03.00368,VDC,--------,---
292,2023/05/04 00:38:54.4,+03.00370,VDC,--------,---
293,2023/05/04 00:38:54.4,+03.00371,VDC,--------,---
294,2023/05/04 00:38:54.4,+03.00371,VDC,--------,---
295,2023/05/04 00:38:54.5,+03.00370,VDC,--------,---
296,2023/05/04 00:38:54.5,+03.00370,VDC,--------,---
297,2023/05/04 00:38:54.5,+03.00370,VDC,--------,---
298,2023/05/04 00:38:54.6,+03.00371,VDC,--------,---
299,2023/05/04 00:38:54.6,+03.00370,VDC,--------,---
300,2023/05/04 00:38:54.6,+03.00368,VDC,--------,---
301,2023/05/04 00:38:54.7,+03.00365,VDC,--------,---
302,2023/05/04 00:38:54.7,+03.00361,VDC,--------,---
303,2023/05/04 00:38:54.7,+03.00358,VDC,--------,---
304,2023/05/04 00:38:54.8,+03.00354,VDC,--------,---
305,2023/05/04 00:38:54.8,+03.00349,VDC,--------,---
306,2023/05/04 00:38:54.8,+03.00345,VDC,--------,---
307,2023/05/04 00:38:54.9,+03.00341,VDC,--------,---
308,2023/05/04 00:38:54.9,+03.00337,VDC,--------,---
309,2023/05/04 00:38:54.9,+03.00333,VDC,--------,---
310,2023/05/04 00:38:54.9,+03.00331,VDC,--------,---
311,2023/05/04 00:38:55.0,+03.00330,VDC,--------,---
