Product,GWInstek,GDM9061,GEW921489,1.12,1.14
FileName,DMM DataLog-DMM DataLog-PIN7.csv_0.csv
Function(1ST),DC Voltage,100/s
Function(2ND),OFF,NONE
LogUnit,Auto
MathFunction,Off
Interval,00:00:00.032
Software,V1.06,20200921,Win 10 64bit 
==========
Index,Time,1ST Value,Unit1,2ND Value,Unit2
174,2023/05/04 00:40:47.6,+013.5270,mVDC,--------,---
175,2023/05/04 00:40:47.6,+013.4787,mVDC,--------,---
176,2023/05/04 00:40:47.7,+013.5474,mVDC,--------,---
177,2023/05/04 00:40:47.7,+013.4702,mVDC,--------,---
178,2023/05/04 00:40:47.7,+013.4982,mVDC,--------,---
179,2023/05/04 00:40:47.7,+013.5188,mVDC,--------,---
180,2023/05/04 00:40:47.8,+013.4547,mVDC,--------,---
181,2023/05/04 00:40:47.8,+013.5182,mVDC,--------,---
182,2023/05/04 00:40:47.8,+013.4591,mVDC,--------,---
183,2023/05/04 00:40:47.9,+013.4603,mVDC,--------,---
184,2023/05/04 00:40:47.9,+013.5442,mVDC,--------,---
185,2023/05/04 00:40:47.9,+013.4795,mVDC,--------,---
186,2023/05/04 00:40:48.0,+013.4790,mVDC,--------,---
187,2023/05/04 00:40:48.0,+013.5102,mVDC,--------,---
188,2023/05/04 00:40:48.0,+013.4464,mVDC,--------,---
189,2023/05/04 00:40:48.1,+013.5291,mVDC,--------,---
190,2023/05/04 00:40:48.1,+013.4812,mVDC,--------,---
191,2023/05/04 00:40:48.1,+013.4811,mVDC,--------,---
192,2023/05/04 00:40:48.2,+013.5275,mVDC,--------,---
193,2023/05/04 00:40:48.2,+013.4735,mVDC,--------,---
194,2023/05/04 00:40:48.2,+013.5420,mVDC,--------,---
195,2023/05/04 00:40:48.3,+013.4898,mVDC,--------,---
196,2023/05/04 00:40:48.3,+013.4734,mVDC,--------,---
197,2023/05/04 00:40:48.3,+013.5093,mVDC,--------,---
198,2023/05/04 00:40:48.4,+013.4411,mVDC,--------,---
199,2023/05/04 00:40:48.4,+013.5243,mVDC,--------,---
200,2023/05/04 00:40:48.4,+013.4806,mVDC,--------,---
201,2023/05/04 00:40:48.5,+013.4801,mVDC,--------,---
202,2023/05/04 00:40:48.5,+013.5390,mVDC,--------,---
203,2023/05/04 00:40:48.5,+013.4769,mVDC,--------,---
204,2023/05/04 00:40:48.6,+013.5419,mVDC,--------,---
205,2023/05/04 00:40:48.6,+013.4820,mVDC,--------,---
206,2023/05/04 00:40:48.6,+013.4812,mVDC,--------,---
207,2023/05/04 00:40:48.7,+013.5115,mVDC,--------,---
208,2023/05/04 00:40:48.7,+013.4445,mVDC,--------,---
209,2023/05/04 00:40:48.7,+013.5228,mVDC,--------,---
210,2023/05/04 00:40:48.7,+013.4707,mVDC,--------,---
211,2023/05/04 00:40:48.8,+013.4708,mVDC,--------,---
212,2023/05/04 00:40:48.8,+013.5394,mVDC,--------,---
213,2023/05/04 00:40:48.8,+013.4731,mVDC,--------,---
214,2023/05/04 00:40:48.9,+013.5439,mVDC,--------,---
215,2023/05/04 00:40:48.9,+013.4756,mVDC,--------,---
216,2023/05/04 00:40:48.9,+013.4752,mVDC,--------,---
217,2023/05/04 00:40:49.0,+013.5075,mVDC,--------,---
218,2023/05/04 00:40:49.0,+013.4388,mVDC,--------,---
219,2023/05/04 00:40:49.0,+013.5290,mVDC,--------,---
220,2023/05/04 00:40:49.1,+013.4813,mVDC,--------,---
221,2023/05/04 00:40:49.1,+013.4810,mVDC,--------,---
222,2023/05/04 00:40:49.1,+013.5362,mVDC,--------,---
223,2023/05/04 00:40:49.2,+013.4757,mVDC,--------,---
224,2023/05/04 00:40:49.2,+013.5368,mVDC,--------,---
225,2023/05/04 00:40:49.2,+013.4744,mVDC,--------,---
226,2023/05/04 00:40:49.3,+013.4740,mVDC,--------,---
227,2023/05/04 00:40:49.3,+013.5112,mVDC,--------,---
228,2023/05/04 00:40:49.3,+013.4502,mVDC,--------,---
229,2023/05/04 00:40:49.4,+013.5288,mVDC,--------,---
