0.5595729351043701,2.999810,2.867177,2.434071,2.132780,0.920248,0.228424,-1.000000,0.370064
1.626990556716919,3.001448,2.868814,2.434890,2.132780,0.920248,0.230062,-1.000000,0.372520
2.694091796875,3.001448,2.868814,2.434071,2.132780,0.920248,0.228424,-1.000000,0.365970
3.7635631561279297,3.001448,2.868814,2.434071,2.133599,0.921066,0.228424,-1.000000,0.370883
4.829509735107422,2.999810,2.868814,2.434071,2.132780,0.917791,0.227606,-1.000000,0.371701
5.901976823806763,3.002267,2.870452,2.434890,2.132780,0.920248,0.229243,-1.000000,0.370064
6.9621546268463135,3.001448,2.870452,2.434071,2.133599,0.921066,0.229243,-1.000000,0.379889
8.02839183807373,3.001448,2.868814,2.434890,2.134418,0.920248,0.227606,-1.000000,0.378251
9.095746040344238,3.001448,2.869633,2.434890,2.133599,0.917791,0.228424,-1.000000,0.375795
10.1614351272583,3.002267,2.869633,2.435709,2.133599,0.920248,0.227606,-1.000000,0.380707
11.229243993759155,3.001448,2.867996,2.434890,2.131961,0.919429,0.227606,-1.000000,0.380707
12.298435688018799,3.001448,2.870452,2.434071,2.133599,0.919429,0.228424,-1.000000,0.377432
13.361399412155151,3.000629,2.867996,2.435709,2.133599,0.919429,0.228424,-1.000000,0.383982
14.427064657211304,3.000629,2.870452,2.435709,2.135236,0.921066,0.227606,-1.000000,0.383982
15.48990249633789,3.001448,2.870452,2.434890,2.134418,0.920248,0.228424,-1.000000,0.380707
16.553021669387817,3.001448,2.869633,2.434890,2.132780,0.918610,0.227606,-1.000000,0.380707
17.621026277542114,3.001448,2.869633,2.434890,2.133599,0.920248,0.229243,-1.000000,0.383982
18.687970876693726,3.001448,2.870452,2.435709,2.133599,0.919429,0.227606,-1.000000,0.386438
19.75646662712097,3.000629,2.869633,2.434890,2.134418,0.920248,0.228424,-1.000000,0.382345
20.82320261001587,3.002267,2.869633,2.435709,2.133599,0.918610,0.228424,-1.000000,0.386438
21.888016939163208,3.002267,2.870452,2.435709,2.134418,0.920248,0.228424,-1.000000,0.385620
22.952283143997192,2.999810,2.869633,2.434071,2.134418,0.918610,0.227606,-1.000000,0.383164
24.014164447784424,3.001448,2.870452,2.436527,2.135236,0.919429,0.228424,-1.000000,0.385620
25.074531316757202,3.001448,2.869633,2.434890,2.133599,0.919429,0.226787,-1.000000,0.386438
26.14606785774231,3.000629,2.869633,2.434890,2.133599,0.919429,0.226787,-1.000000,0.383982
27.21238923072815,3.001448,2.868814,2.434890,2.132780,0.919429,0.228424,-1.000000,0.380707
28.28121590614319,3.001448,2.870452,2.434890,2.133599,0.919429,0.227606,-1.000000,0.384801
