Product,GWInstek,GDM9061,GEW921489,1.12,1.14
170,2023/05/04 00:37:11.1,+0.970472,VDC,--------,---
171,2023/05/04 00:37:11.2,+0.970471,VDC,--------,---
172,2023/05/04 00:37:11.2,+0.970476,VDC,--------,---
173,2023/05/04 00:37:11.2,+0.970491,VDC,--------,---
174,2023/05/04 00:37:11.3,+0.970497,VDC,--------,---
175,2023/05/04 00:37:11.3,+0.970499,VDC,--------,---
176,2023/05/04 00:37:11.3,+0.970497,VDC,--------,---
177,2023/05/04 00:37:11.3,+0.970495,VDC,--------,---
178,2023/05/04 00:37:11.4,+0.970492,VDC,--------,---
179,2023/05/04 00:37:11.4,+0.970489,VDC,--------,---
180,2023/05/04 00:37:11.4,+0.970491,VDC,--------,---
181,2023/05/04 00:37:11.5,+0.970493,VDC,--------,---
182,2023/05/04 00:37:11.5,+0.970486,VDC,--------,---
183,2023/05/04 00:37:11.5,+0.970479,VDC,--------,---
184,2023/05/04 00:37:11.6,+0.970477,VDC,--------,---
185,2023/05/04 00:37:11.6,+0.970472,VDC,--------,---
186,2023/05/04 00:37:11.6,+0.970477,VDC,--------,---
187,2023/05/04 00:37:11.7,+0.970486,VDC,--------,---
188,2023/05/04 00:37:11.7,+0.970492,VDC,--------,---
189,2023/05/04 00:37:11.7,+0.970494,VDC,--------,---
190,2023/05/04 00:37:11.8,+0.970492,VDC,--------,---
191,2023/05/04 00:37:11.8,+0.970490,VDC,--------,---
192,2023/05/04 00:37:11.8,+0.970502,VDC,--------,---
193,2023/05/04 00:37:11.9,+0.970510,VDC,--------,---
194,2023/05/04 00:37:11.9,+0.970516,VDC,--------,---
195,2023/05/04 00:37:11.9,+0.970520,VDC,--------,---
196,2023/05/04 00:37:12.0,+0.970515,VDC,--------,---
197,2023/05/04 00:37:12.0,+0.970506,VDC,--------,---
198,2023/05/04 00:37:12.0,+0.970497,VDC,--------,---
199,2023/05/04 00:37:12.1,+0.970501,VDC,--------,---
200,2023/05/04 00:37:12.1,+0.970503,VDC,--------,---
201,2023/05/04 00:37:12.1,+0.970509,VDC,--------,---
202,2023/05/04 00:37:12.1,+0.970500,VDC,--------,---
203,2023/05/04 00:37:12.2,+0.970494,VDC,--------,---
204,2023/05/04 00:37:12.2,+0.970489,VDC,--------,---
205,2023/05/04 00:37:12.2,+0.970490,VDC,--------,---
206,2023/05/04 00:37:12.3,+0.970495,VDC,--------,---
207,2023/05/04 00:37:12.3,+0.970501,VDC,--------,---
208,2023/05/04 00:37:12.3,+0.970506,VDC,--------,---
209,2023/05/04 00:37:12.4,+0.970508,VDC,--------,---
210,2023/05/04 00:37:12.4,+0.970503,VDC,--------,---
211,2023/05/04 00:37:12.4,+0.970502,VDC,--------,---
212,2023/05/04 00:37:12.5,+0.970507,VDC,--------,---
213,2023/05/04 00:37:12.5,+0.970511,VDC,--------,---
214,2023/05/04 00:37:12.5,+0.970514,VDC,--------,---
215,2023/05/04 00:37:12.6,+0.970522,VDC,--------,---
216,2023/05/04 00:37:12.6,+0.970514,VDC,--------,---
217,2023/05/04 00:37:12.6,+0.970509,VDC,--------,---
218,2023/05/04 00:37:12.7,+0.970504,VDC,--------,---
219,2023/05/04 00:37:12.7,+0.970503,VDC,--------,---
220,2023/05/04 00:37:12.7,+0.970512,VDC,--------,---
221,2023/05/04 00:37:12.8,+0.970509,VDC,--------,---
222,2023/05/04 00:37:12.8,+0.970502,VDC,--------,---
223,2023/05/04 00:37:12.8,+0.970495,VDC,--------,---
224,2023/05/04 00:37:12.9,+0.970490,VDC,--------,---
225,2023/05/04 00:37:12.9,+0.970478,VDC,--------,---
226,2023/05/04 00:37:12.9,+0.970484,VDC,--------,---
227,2023/05/04 00:37:12.9,+0.970490,VDC,--------,---
228,2023/05/04 00:37:13.0,+0.970495,VDC,--------,---
229,2023/05/04 00:37:13.0,+0.970493,VDC,--------,---
230,2023/05/04 00:37:13.0,+0.970483,VDC,--------,---
231,2023/05/04 00:37:13.1,+0.970477,VDC,--------,---
232,2023/05/04 00:37:13.1,+0.970479,VDC,--------,---
233,2023/05/04 00:37:13.1,+0.970479,VDC,--------,---
234,2023/05/04 00:37:13.2,+0.970481,VDC,--------,---
235,2023/05/04 00:37:13.2,+0.970479,VDC,--------,---
236,2023/05/04 00:37:13.2,+0.970469,VDC,--------,---
237,2023/05/04 00:37:13.3,+0.970457,VDC,--------,---
238,2023/05/04 00:37:13.3,+0.970445,VDC,--------,---
239,2023/05/04 00:37:13.3,+0.970438,VDC,--------,---
240,2023/05/04 00:37:13.4,+0.970441,VDC,--------,---
241,2023/05/04 00:37:13.4,+0.970443,VDC,--------,---
242,2023/05/04 00:37:13.4,+0.970433,VDC,--------,---
243,2023/05/04 00:37:13.5,+0.970429,VDC,--------,---
244,2023/05/04 00:37:13.5,+0.970424,VDC,--------,---
245,2023/05/04 00:37:13.5,+0.970420,VDC,--------,---
246,2023/05/04 00:37:13.6,+0.970423,VDC,--------,---
247,2023/05/04 00:37:13.6,+0.970426,VDC,--------,---
248,2023/05/04 00:37:13.6,+0.970431,VDC,--------,---
249,2023/05/04 00:37:13.7,+0.970432,VDC,--------,---
250,2023/05/04 00:37:13.7,+0.970420,VDC,--------,---
251,2023/05/04 00:37:13.7,+0.970418,VDC,--------,---
252,2023/05/04 00:37:13.7,+0.970421,VDC,--------,---
253,2023/05/04 00:37:13.8,+0.970419,VDC,--------,---
254,2023/05/04 00:37:13.8,+0.970420,VDC,--------,---
255,2023/05/04 00:37:13.8,+0.970417,VDC,--------,---
256,2023/05/04 00:37:13.9,+0.970412,VDC,--------,---
257,2023/05/04 00:37:13.9,+0.970406,VDC,--------,---
258,2023/05/04 00:37:13.9,+0.970397,VDC,--------,---
259,2023/05/04 00:37:14.0,+0.970396,VDC,--------,---
260,2023/05/04 00:37:14.0,+0.970399,VDC,--------,---
261,2023/05/04 00:37:14.0,+0.970398,VDC,--------,---
262,2023/05/04 00:37:14.1,+0.970400,VDC,--------,---
263,2023/05/04 00:37:14.1,+0.970401,VDC,--------,---
264,2023/05/04 00:37:14.1,+0.970398,VDC,--------,---
265,2023/05/04 00:37:14.2,+0.970399,VDC,--------,---
266,2023/05/04 00:37:14.2,+0.970408,VDC,--------,---
267,2023/05/04 00:37:14.2,+0.970415,VDC,--------,---
268,2023/05/04 00:37:14.3,+0.970421,VDC,--------,---
269,2023/05/04 00:37:14.3,+0.970424,VDC,--------,---
270,2023/05/04 00:37:14.3,+0.970425,VDC,--------,---
271,2023/05/04 00:37:14.4,+0.970422,VDC,--------,---
272,2023/05/04 00:37:14.4,+0.970424,VDC,--------,---
273,2023/05/04 00:37:14.4,+0.970431,VDC,--------,---
274,2023/05/04 00:37:14.5,+0.970436,VDC,--------,---
275,2023/05/04 00:37:14.5,+0.970443,VDC,--------,---
276,2023/05/04 00:37:14.5,+0.970436,VDC,--------,---
277,2023/05/04 00:37:14.5,+0.970432,VDC,--------,---
278,2023/05/04 00:37:14.6,+0.970427,VDC,--------,---
279,2023/05/04 00:37:14.6,+0.970423,VDC,--------,---
280,2023/05/04 00:37:14.6,+0.970423,VDC,--------,---
281,2023/05/04 00:37:14.7,+0.970424,VDC,--------,---
282,2023/05/04 00:37:14.7,+0.970423,VDC,--------,---
283,2023/05/04 00:37:14.7,+0.970415,VDC,--------,---
284,2023/05/04 00:37:14.8,+0.970408,VDC,--------,---
285,2023/05/04 00:37:14.8,+0.970402,VDC,--------,---
286,2023/05/04 00:37:14.8,+0.970405,VDC,--------,---
287,2023/05/04 00:37:14.9,+0.970404,VDC,--------,---
288,2023/05/04 00:37:14.9,+0.970411,VDC,--------,---
289,2023/05/04 00:37:14.9,+0.970415,VDC,--------,---
290,2023/05/04 00:37:15.0,+0.970409,VDC,--------,---
291,2023/05/04 00:37:15.0,+0.970404,VDC,--------,---
292,2023/05/04 00:37:15.0,+0.970399,VDC,--------,---
293,2023/05/04 00:37:15.1,+0.970397,VDC,--------,---
294,2023/05/04 00:37:15.1,+0.970402,VDC,--------,---
295,2023/05/04 00:37:15.1,+0.970403,VDC,--------,---
296,2023/05/04 00:37:15.2,+0.970394,VDC,--------,---
297,2023/05/04 00:37:15.2,+0.970392,VDC,--------,---
298,2023/05/04 00:37:15.2,+0.970383,VDC,--------,---
299,2023/05/04 00:37:15.3,+0.970377,VDC,--------,---
300,2023/05/04 00:37:15.3,+0.970384,VDC,--------,---
301,2023/05/04 00:37:15.3,+0.970390,VDC,--------,---
302,2023/05/04 00:37:15.3,+0.970395,VDC,--------,---
303,2023/05/04 00:37:15.4,+0.970402,VDC,--------,---
304,2023/05/04 00:37:15.4,+0.970403,VDC,--------,---
305,2023/05/04 00:37:15.4,+0.970402,VDC,--------,---
306,2023/05/04 00:37:15.5,+0.970416,VDC,--------,---
307,2023/05/04 00:37:15.5,+0.970424,VDC,--------,---
308,2023/05/04 00:37:15.5,+0.970430,VDC,--------,---
309,2023/05/04 00:37:15.6,+0.970437,VDC,--------,---
310,2023/05/04 00:37:15.6,+0.970432,VDC,--------,---
311,2023/05/04 00:37:15.6,+0.970428,VDC,--------,---
312,2023/05/04 00:37:15.7,+0.970424,VDC,--------,---
313,2023/05/04 00:37:15.7,+0.970417,VDC,--------,---
314,2023/05/04 00:37:15.7,+0.970416,VDC,--------,---
315,2023/05/04 00:37:15.8,+0.970415,VDC,--------,---
316,2023/05/04 00:37:15.8,+0.970406,VDC,--------,---
317,2023/05/04 00:37:15.8,+0.970396,VDC,--------,---
318,2023/05/04 00:37:15.9,+0.970392,VDC,--------,---
319,2023/05/04 00:37:15.9,+0.970388,VDC,--------,---
320,2023/05/04 00:37:15.9,+0.970394,VDC,--------,---
321,2023/05/04 00:37:16.0,+0.970397,VDC,--------,---
322,2023/05/04 00:37:16.0,+0.970398,VDC,--------,---
323,2023/05/04 00:37:16.0,+0.970403,VDC,--------,---
324,2023/05/04 00:37:16.1,+0.970399,VDC,--------,---
325,2023/05/04 00:37:16.1,+0.970396,VDC,--------,---
326,2023/05/04 00:37:16.1,+0.970406,VDC,--------,---
327,2023/05/04 00:37:16.1,+0.970413,VDC,--------,---
328,2023/05/04 00:37:16.2,+0.970421,VDC,--------,---
329,2023/05/04 00:37:16.2,+0.970426,VDC,--------,---
330,2023/05/04 00:37:16.2,+0.970427,VDC,--------,---
331,2023/05/04 00:37:16.3,+0.970428,VDC,--------,---
332,2023/05/04 00:37:16.3,+0.970431,VDC,--------,---
333,2023/05/04 00:37:16.3,+0.970435,VDC,--------,---
334,2023/05/04 00:37:16.4,+0.970444,VDC,--------,---
335,2023/05/04 00:37:16.4,+0.970453,VDC,--------,---
336,2023/05/04 00:37:16.4,+0.970449,VDC,--------,---
337,2023/05/04 00:37:16.5,+0.970446,VDC,--------,---
338,2023/05/04 00:37:16.5,+0.970444,VDC,--------,---
339,2023/05/04 00:37:16.5,+0.970443,VDC,--------,---
340,2023/05/04 00:37:16.6,+0.970446,VDC,--------,---
341,2023/05/04 00:37:16.6,+0.970452,VDC,--------,---
342,2023/05/04 00:37:16.6,+0.970459,VDC,--------,---
343,2023/05/04 00:37:16.7,+0.970458,VDC,--------,---
344,2023/05/04 00:37:16.7,+0.970458,VDC,--------,---
345,2023/05/04 00:37:16.7,+0.970461,VDC,--------,---
346,2023/05/04 00:37:16.8,+0.970472,VDC,--------,---
347,2023/05/04 00:37:16.8,+0.970481,VDC,--------,---
348,2023/05/04 00:37:16.8,+0.970484,VDC,--------,---
349,2023/05/04 00:37:16.9,+0.970487,VDC,--------,---
350,2023/05/04 00:37:16.9,+0.970482,VDC,--------,---
351,2023/05/04 00:37:16.9,+0.970483,VDC,--------,---
352,2023/05/04 00:37:16.9,+0.970482,VDC,--------,---
353,2023/05/04 00:37:17.0,+0.970481,VDC,--------,---
354,2023/05/04 00:37:17.0,+0.970485,VDC,--------,---
355,2023/05/04 00:37:17.0,+0.970489,VDC,--------,---
356,2023/05/04 00:37:17.1,+0.970484,VDC,--------,---
357,2023/05/04 00:37:17.1,+0.970481,VDC,--------,---
358,2023/05/04 00:37:17.1,+0.970480,VDC,--------,---
359,2023/05/04 00:37:17.2,+0.970480,VDC,--------,---
360,2023/05/04 00:37:17.2,+0.970487,VDC,--------,---
361,2023/05/04 00:37:17.2,+0.970494,VDC,--------,---
362,2023/05/04 00:37:17.3,+0.970498,VDC,--------,---
363,2023/05/04 00:37:17.3,+0.970501,VDC,--------,---
364,2023/05/04 00:37:17.3,+0.970498,VDC,--------,---
365,2023/05/04 00:37:17.4,+0.970496,VDC,--------,---
366,2023/05/04 00:37:17.4,+0.970503,VDC,--------,---
367,2023/05/04 00:37:17.4,+0.970509,VDC,--------,---
368,2023/05/04 00:37:17.5,+0.970519,VDC,--------,---
369,2023/05/04 00:37:17.5,+0.970532,VDC,--------,---
370,2023/05/04 00:37:17.5,+0.970535,VDC,--------,---
371,2023/05/04 00:37:17.6,+0.970526,VDC,--------,---
372,2023/05/04 00:37:17.6,+0.970522,VDC,--------,---
373,2023/05/04 00:37:17.6,+0.970522,VDC,--------,---
374,2023/05/04 00:37:17.7,+0.970528,VDC,--------,---
375,2023/05/04 00:37:17.7,+0.970531,VDC,--------,---
376,2023/05/04 00:37:17.7,+0.970527,VDC,--------,---
377,2023/05/04 00:37:17.7,+0.970525,VDC,--------,---
378,2023/05/04 00:37:17.8,+0.970516,VDC,--------,---
379,2023/05/04 00:37:17.8,+0.970509,VDC,--------,---
380,2023/05/04 00:37:17.8,+0.970509,VDC,--------,---
381,2023/05/04 00:37:17.9,+0.970516,VDC,--------,---
382,2023/05/04 00:37:17.9,+0.970525,VDC,--------,---
383,2023/05/04 00:37:17.9,+0.970532,VDC,--------,---
384,2023/05/04 00:37:18.0,+0.970531,VDC,--------,---
385,2023/05/04 00:37:18.0,+0.970531,VDC,--------,---
386,2023/05/04 00:37:18.0,+0.970532,VDC,--------,---
387,2023/05/04 00:37:18.1,+0.970535,VDC,--------,---
388,2023/05/04 00:37:18.1,+0.970540,VDC,--------,---
389,2023/05/04 00:37:18.1,+0.970545,VDC,--------,---
390,2023/05/04 00:37:18.2,+0.970538,VDC,--------,---
391,2023/05/04 00:37:18.2,+0.970534,VDC,--------,---
392,2023/05/04 00:37:18.2,+0.970526,VDC,--------,---
393,2023/05/04 00:37:18.3,+0.970518,VDC,--------,---
394,2023/05/04 00:37:18.3,+0.970522,VDC,--------,---
395,2023/05/04 00:37:18.3,+0.970518,VDC,--------,---
396,2023/05/04 00:37:18.4,+0.970521,VDC,--------,---
397,2023/05/04 00:37:18.4,+0.970521,VDC,--------,---
398,2023/05/04 00:37:18.4,+0.970519,VDC,--------,---
399,2023/05/04 00:37:18.5,+0.970512,VDC,--------,---
400,2023/05/04 00:37:18.5,+0.970520,VDC,--------,---
401,2023/05/04 00:37:18.5,+0.970528,VDC,--------,---
402,2023/05/04 00:37:18.5,+0.970533,VDC,--------,---
403,2023/05/04 00:37:18.6,+0.970537,VDC,--------,---
404,2023/05/04 00:37:18.6,+0.970537,VDC,--------,---
405,2023/05/04 00:37:18.6,+0.970541,VDC,--------,---
406,2023/05/04 00:37:18.7,+0.970544,VDC,--------,---
407,2023/05/04 00:37:18.7,+0.970547,VDC,--------,---
408,2023/05/04 00:37:18.7,+0.970553,VDC,--------,---
409,2023/05/04 00:37:18.8,+0.970561,VDC,--------,---
410,2023/05/04 00:37:18.8,+0.970556,VDC,--------,---
411,2023/05/04 00:37:18.8,+0.970551,VDC,--------,---
412,2023/05/04 00:37:18.9,+0.970546,VDC,--------,---
413,2023/05/04 00:37:18.9,+0.970543,VDC,--------,---
414,2023/05/04 00:37:18.9,+0.970542,VDC,--------,---
415,2023/05/04 00:37:19.0,+0.970538,VDC,--------,---
416,2023/05/04 00:37:19.0,+0.970529,VDC,--------,---
417,2023/05/04 00:37:19.0,+0.970525,VDC,--------,---
418,2023/05/04 00:37:19.1,+0.970515,VDC,--------,---
419,2023/05/04 00:37:19.1,+0.970505,VDC,--------,---
420,2023/05/04 00:37:19.1,+0.970507,VDC,--------,---
421,2023/05/04 00:37:19.2,+0.970507,VDC,--------,---
422,2023/05/04 00:37:19.2,+0.970513,VDC,--------,---
423,2023/05/04 00:37:19.2,+0.970515,VDC,--------,---
424,2023/05/04 00:37:19.3,+0.970510,VDC,--------,---
425,2023/05/04 00:37:19.3,+0.970504,VDC,--------,---
426,2023/05/04 00:37:19.3,+0.970508,VDC,--------,---
427,2023/05/04 00:37:19.3,+0.970506,VDC,--------,---
428,2023/05/04 00:37:19.4,+0.970512,VDC,--------,---
429,2023/05/04 00:37:19.4,+0.970517,VDC,--------,---
430,2023/05/04 00:37:19.4,+0.970513,VDC,--------,---
