2 14.00 15.0 289842 23559 2%T206
2 14.00 16.0 286032 23559 2%T207
2 14.50 15.0 289842 32449 2%T207
2 17.50 18.0 278412 85789 2%T208
2 15.50 17.0 282222 50229 2%T208
2 15.00 18.0 278412 41339 2%T209
2 14.00 17.0 282222 23559 2%T209
2 17.50 01.0 343182 85789 2%T210
2 17.00 14.0 293652 76899 2%T210
2 14.50 17.0 282222 32449 2%T211
2 14.50 16.0 286032 32449 2%T211
2 17.00 23.0 259362 76899 2%T212
2 15.50 18.0 278412 50229 2%T212
2 15.00 23.0 259362 41339 2%T213
2 14.00 18.0 278412 23559 2%T213
2 14.00 13.0 297462 23559 2%UINT
2 14.07 04.0 331752 24795 2%VCC_NTC
2 15.00 29.0 236502 41339 2%VDD
2 14.00 23.0 259362 23559 2%VDD
2 14.50 14.0 293652 32449 2%VDD
2 18.00 68.0 87912 94679 AUTOFILE
2 18.00 69.0 84102 94679 AUTOFILE
2 18.00 70.0 80292 94679 AUTOFILE
2 18.00 75.0 61242 94679 AUTOFILE
2 18.00 78.0 49812 94679 AUTOFILE
2 23.00 78.0 49812 183579 Extra
2 23.00 76.0 57432 183579 Extra
2 23.00 74.0 65052 183579 Extra
2 23.00 72.0 72672 183579 Extra
2 23.00 71.0 76482 183579 Extra
2 23.00 70.0 80292 183579 Extra
2 23.00 69.0 84102 183579 Extra
2 23.00 68.0 87912 183579 Extra
2 23.00 67.0 91722 183579 Extra
2 23.00 66.0 95532 183579 Extra
2 23.00 65.0 99342 183579 Extra
2 23.00 64.0 103152 183579 Extra
2 23.00 63.0 106962 183579 Extra
2 23.00 62.0 110772 183579 Extra
2 23.00 61.0 114582 183579 Extra
2 23.00 58.0 126012 183579 Extra
2 23.00 57.0 129822 183579 Extra
2 23.00 56.0 133632 183579 Extra
2 23.00 55.0 137442 183579 Extra
2 23.00 54.0 141252 183579 Extra
2 23.00 53.0 145062 183579 Extra
2 23.00 52.0 148872 183579 Extra
2 23.00 51.0 152682 183579 Extra
2 23.00 50.0 156492 183579 Extra
2 23.00 49.0 160302 183579 Extra
2 23.00 48.0 164112 183579 Extra
2 23.00 47.0 167922 183579 Extra
2 23.00 46.0 171732 183579 Extra
2 23.00 44.0 179352 183579 Extra
2 23.00 42.0 186972 183579 Extra
2 23.00 38.0 202212 183579 Extra
2 23.00 37.0 206022 183579 Extra
2 23.00 36.0 209832 183579 Extra
2 23.00 35.0 213642 183579 Extra
2 23.00 34.0 217452 183579 Extra
2 23.00 33.0 221262 183579 Extra
2 23.00 32.0 225072 183579 Extra
2 23.00 31.0 228882 183579 Extra
2 23.00 30.0 232692 183579 Extra
2 23.00 29.0 236502 183579 Extra
2 23.00 28.0 240312 183579 Extra
2 23.00 27.0 244122 183579 Extra
2 23.00 26.0 247932 183579 Extra
2 23.00 25.0 251742 183579 Extra
2 23.00 24.0 255552 183579 Extra
2 23.00 23.0 259362 183579 Extra
2 23.00 22.0 263172 183579 Extra
2 23.00 21.0 266982 183579 Extra
2 23.00 18.0 278412 183579 Extra
2 23.00 17.0 282222 183579 Extra
2 23.00 16.0 286032 183579 Extra
2 23.00 15.0 289842 183579 Extra
2 23.00 14.0 293652 183579 Extra
2 23.00 13.0 297462 183579 Extra
2 23.00 12.0 301272 183579 Extra
2 23.00 11.0 305082 183579 Extra
2 23.00 10.0 308892 183579 Extra
2 23.00 09.0 312702 183579 Extra
2 23.00 08.0 316512 183579 Extra
2 23.00 07.0 320322 183579 Extra
2 23.00 06.0 324132 183579 Extra
2 23.00 05.0 327942 183579 Extra
2 23.00 04.0 331752 183579 Extra
2 23.00 03.0 335562 183579 Extra
2 23.00 02.0 339372 183579 Extra
2 23.00 01.0 343182 183579 Extra
2 18.00 01.0 343182 94679 Extra
2 18.00 02.0 339372 94679 Extra
2 18.00 03.0 335562 94679 Extra
2 17.50 13.0 297462 85789 Extra
2 17.50 15.0 289842 85789 Extra
2 18.00 15.0 289842 94679 Extra
2 18.00 16.0 286032 94679 Extra
2 17.50 17.0 282222 85789 Extra
2 18.00 18.0 278412 94679 Extra
2 18.00 19.0 274602 94679 Extra
2 18.00 21.0 266982 94679 Extra
2 17.50 23.0 259362 85789 Extra
2 18.00 23.0 259362 94679 Extra
2 17.50 24.0 255552 85789 Extra
2 17.50 25.0 251742 85789 Extra
2 17.50 26.0 247932 85789 Extra
2 17.50 27.0 244122 85789 Extra
2 17.50 28.0 240312 85789 Extra
2 17.50 30.0 232692 85789 Extra
2 17.50 42.0 186972 85789 Extra
2 17.50 43.0 183162 85789 Extra
2 18.00 53.0 145062 94679 Extra
2 18.00 54.0 141252 94679 Extra
2 18.00 55.0 137442 94679 Extra
2 18.00 56.0 133632 94679 Extra
2 18.00 57.0 129822 94679 Extra
2 18.00 59.0 122202 94679 Extra
2 17.50 61.0 114582 85789 Extra
2 17.00 61.0 114582 76899 Extra
2 17.00 44.0 179352 76899 Extra
2 17.00 43.0 183162 76899 Extra
2 17.00 28.0 240312 76899 Extra
2 17.00 27.0 244122 76899 Extra
2 17.00 26.0 247932 76899 Extra
2 17.00 25.0 251742 76899 Extra
2 17.00 24.0 255552 76899 Extra
2 17.00 18.0 278412 76899 Extra
2 17.00 16.0 286032 76899 Extra
2 15.58 11.0 305082 51727 Extra
2 15.00 12.0 301272 41339 Extra
2 15.50 12.0 301272 50229 Extra
2 15.00 13.0 297462 41339 Extra
2 15.50 13.0 297462 50229 Extra
2 15.50 24.0 255552 50229 Extra
2 15.00 25.0 251742 41339 Extra
2 15.50 25.0 251742 50229 Extra
2 15.00 26.0 247932 41339 Extra
2 15.50 26.0 247932 50229 Extra
2 15.00 27.0 244122 41339 Extra
2 15.50 27.0 244122 50229 Extra
2 15.00 28.0 240312 41339 Extra
2 15.50 28.0 240312 50229 Extra
2 15.00 43.0 183162 41339 Extra
2 15.50 43.0 183162 50229 Extra
2 15.00 44.0 179352 41339 Extra
2 15.50 44.0 179352 50229 Extra
2 15.00 61.0 114582 41339 Extra
2 15.50 61.0 114582 50229 Extra
2 14.00 61.0 114582 23559 Extra
2 14.50 61.0 114582 32449 Extra
2 14.00 44.0 179352 23559 Extra
2 14.50 44.0 179352 32449 Extra
2 14.00 43.0 183162 23559 Extra
2 14.50 43.0 183162 32449 Extra
2 14.00 31.0 228882 23559 Extra
